container.title,created,deposited,published.online,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,url,abstract,short.container.title,author,link,license,alternative.id,language,reference,volume,published.print,update.policy,assertion,subtitle,funder,archive
Sociologias,2021-05-24,2021-05-24,2021-04,10.1590/15174522-105271,2022-04-06,"1807-0337,1517-4522",56,2021-04,530,412-426,10.1590,FapUNIFESP (SciELO),1,Crossref,24,24,0,General Social Sciences,“E o Verbo se fez carne”: a Teoria dos Sistemas entre nós,journal-article,http://dx.doi.org/10.1590/15174522-105271,"<jats:p>Resumo O texto apresenta e discute os dois últimos volumes de Teoria dos sistemas na prática, publicados pela Editora Vozes em 2019 e 2020, respectivamente. A trilogia foi editada a partir da seleção e tradução de nove estudos — igualmente distribuídos em cada edição — de um conjunto de vinte e seis trabalhos publicados por Niklas Luhmann ao longo, sobretudo, das décadas de 1980 e 1990. Voltados à análise detida de conceitos clássicos da tradição sociológica, os textos aí reunidos revelam a percepção epistemológica luhmanniana de que transformações das estruturas sociais — no caso, a transição da sociedade estamental do Antigo Regime para a sociedade moderna, sob a perspectiva de um primado da diferenciação funcional dos sistemas sociais — acarretam necessariamente transformações das estruturas semânticas. Em tese, tais implicações reclamam das ciências sociais uma teoria unificada e condizente com a sociedade moderna, acautelada contra a imposição de pregressas convenções conceituais.</jats:p>",Sociologias,,,,S1517-45222021000100412,NA,,23,NA,NA,,NA,,NA
Environmental Policy and Law,2021-06-22,2021-08-17,NA,10.3233/epl-201040,2022-04-06,"0378-777X,1878-5395",4,2021-08-16,7437,211-222,10.3233,IOS Press,1,Crossref,16,16,0,"Law,Management, Monitoring, Policy and Law,Environmental Science (miscellaneous)","Climate Change, Public Insecurity and Law: Conflicts Over Water Resources in the Brazilian Context",journal-article,http://dx.doi.org/10.3233/epl-201040,"<jats:p>The article examines to what extent the adverse effects of climate change can be considered triggering factors of public insecurity. Against this background, it explores the growing environmental conflicts involving water resources in Brazil, including the Amazon region. In addition to the introduction and conclusion, the paper is structured around three topics. The first one outlines how the concept of public security has evolved to the present state, in which climate change is taken into account. Next, climate change is discussed as a factor that magnifies vulnerabilities, an argument supported by a discussion of historical events. The third topic highlights the main threats, vulnerabilities and conflicts involving water resources in Brazil, taking a scientific view of systemic risks and precaution. Finally, we propose rethinking the concept of public security in Brazil from a perspective of parameters involving regulations, principles and state initiative. The article suggests that the immediate and future effects of climate change do have a profound impact on social systems and on the environment, and may be a triggering factor of public insecurity. If institutions and governments do not address existing effects, and invest in adaptations to meet future scientific forecasts on climate change, social stability and the development of a culture of peace will be less likely in Brazil. A fundamental step in this process is the reformulation of the conventional concept of public security in the Brazilian legislation, in order to expressly incorporate the variable of climate security among its stated objectives. In addition, we point out a set of actions and principles with the potentital to promote not only adaptation and resilience, but also contribute to building peace. In terms of methodology, the study is descriptive, exploratory, legislative, bibliographical and documentary.</jats:p>",EPL,,,,NA,NA,,51,2021-08-16,NA,,NA,,NA
Palgrave Communications,2020-03-20,2022-12-07,2020-03-20,10.1057/s41599-020-0425-4,2022-12-07,2055-1045,1,2020-03-20,297,NA,10.1057,Springer Science and Business Media LLC,1,Crossref,32,32,1,"General Economics, Econometrics and Finance,General Psychology,General Social Sciences,General Arts and Humanities",Individual homogenization in large-scale systems: on the politics of computer and social architectures,journal-article,http://dx.doi.org/10.1057/s41599-020-0425-4,"<jats:title>Abstract</jats:title><jats:p>One determining characteristic of contemporary sociopolitical systems is their power over increasingly large and diverse populations. This raises questions about power relations between heterogeneous individuals and increasingly dominant and homogenizing system objectives. This article crosses epistemic boundaries by integrating computer engineering and a historicalphilosophical approach making the general organization of individuals within large-scale systems and corresponding individual homogenization intelligible. From a versatile archeological-genealogical perspective, an analysis of computer and social architectures is conducted that reinterprets Foucault’s <jats:italic>disciplines</jats:italic> and <jats:italic>political anatomy</jats:italic> to establish the notion of politics for a purely technical system. This permits an understanding of system organization as modern technology with application to technical and social systems alike. Connecting to Heidegger’s notions of the <jats:italic>enframing</jats:italic> (<jats:italic>Gestell</jats:italic>) and a more <jats:italic>primal truth</jats:italic> (<jats:italic>anfänglicheren Wahrheit)</jats:italic>, the recognition of politics in differently developing systems then challenges the immutability of contemporary organization. Following this critique of modernity and within the conceptualization of system organization, Derrida’s <jats:italic>democracy to come (à venir)</jats:italic> is then reformulated more abstractly as <jats:italic>organizations to come</jats:italic>. Through the integration of the discussed concepts, the framework of <jats:italic>Large-Scale Systems Composed of Homogeneous Individuals</jats:italic> (LSSCHI) is proposed, problematizing the relationships between individuals, structure, activity, and power within large-scale systems. The LSSCHI framework highlights the conflict of homogenizing system-level objectives and individual heterogeneity, and outlines power relations and mechanisms of control shared across different social and technical systems.</jats:p>",Palgrave Commun,,,,425,en,,6,NA,http://dx.doi.org/10.1007/springer_crossmark_policy,,NA,,NA
Estudios Sociológicos de El Colegio de México,2022-08-18,2022-08-18,2022-08-10,10.24201/es.2022v40n120.2186,2022-08-18,"2448-6442,0185-4186",120,2022-08-10,10295,725-754,10.24201,"El Colegio de Mexico, A.C.",1,Crossref,0,0,0,"Political Science and International Relations,Sociology and Political Science",El constructivismo operativo de Luhmann y su reflexión sobre el conocimiento científico,journal-article,http://dx.doi.org/10.24201/es.2022v40n120.2186,"<jats:p>El presente trabajo avanza hacia la especificación del constructivismo operativo de Niklas Luhmann, identificando una serie de principios ontológicos y epistemológicos claves para caracterizar su modalidad de lidiar con la tensión realismo/constructivismo. Para ello, primero se introducen algunos fundamentos de la teoría del observador; luego, se examina la modalidad luhmanniana de afrontar una serie de problemas ontológicos; tercero, se observa cómo la reflexión del sistema científico conduce al constructivismo operativo; posteriormente, se lo contrasta con el constructivismo radical; quinto, se precisa su función en la sociedad moderna; finalmente, las conclusiones exponen los resul­tados obtenidos.</jats:p>",Estud. Sociol.,,,,NA,NA,,40,NA,NA,,NA,,NA
Social Responsibility Journal,2022-03-31,2022-11-24,2022-04-01,10.1108/srj-05-2020-0201,2022-11-25,"1747-1117,1747-1117",8,2022-04-01,140,1505-1519,10.1108,Emerald,1,Crossref,46,46,1,"Social Sciences (miscellaneous),General Business, Management and Accounting",Generating shared value: intersection between organisations that invest in social innovation,journal-article,http://dx.doi.org/10.1108/srj-05-2020-0201,"<jats:sec>
<jats:title content-type=""abstract-subheading"">Purpose</jats:title>
<jats:p>This study aims to investigate how organizations that invest in social innovation – such as for-profit and social enterprises – organize and shape the dynamics between social innovation and transformation.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Design/methodology/approach</jats:title>
<jats:p>This is a qualitative interpretative study through the theoretical lens of social innovation. The organizational phenomenon studied was the business strategy for sustainable regional development of a Brazilian financial institution. Secondary data were collected from financial institution’s documents. The data analysis followed a categorization technique.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Findings</jats:title>
<jats:p>This research presents five intersectional elements that act as agglutinating factors between the structural elements common to these organizations: the processes (inter-organizational and intra-organizational), the forms of materialization of social innovation (products, experiences and replicable forms) and the impacts (in society and organization).</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Practical implications</jats:title>
<jats:p>The paper contributes to the debate about social innovation as to its definition, showing that it is both a phenomenon and a theory, which is still little explored. In particular, in emerging countries, such as Brazil, which publishes little about social innovation in international literature, going beyond European countries. Second, an empirical deeper understanding of the for-profit “organizations” modus operandi adopts and integrates social innovation in their strategies and operations. Third, given the multidimensional and complex nature of the social systems involved in innovation actions, it discusses a strategy that acts as an agglutinating factor. Finally, with reflections so that managers can discuss and start up a social innovation project.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Originality/value</jats:title>
<jats:p>Most research is based on nonempirical evidence. Among the few empirical works, the focus is on the performance of nonprofit organizations in the promotion, development and implementation of projects involving social technology. The literature does not adequately understand how for-profit organizations adopt and integrate social innovation into their strategies and operations. Furthermore, it is observed that research analyzes data from European countries, with few approaches eying countries in development.</jats:p>
</jats:sec>",SRJ,,,,10.1108/SRJ-05-2020-0201,en,,18,2022-11-28,NA,,NA,,NA
DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada,2022-08-03,2022-08-03,2022,10.1590/1678-460x202238247866,2022-08-03,"1678-460X,0102-4450",2,2022,530,NA,10.1590,FapUNIFESP (SciELO),1,Crossref,32,32,0,Linguistics and Language,Uso de los anglicismos en Facebook y Twitter: Un estudio sobre la influencia de estas palabras en la sociedad española y sus entidades académicas,journal-article,http://dx.doi.org/10.1590/1678-460x202238247866,"<jats:p>RESUMEN El aumento en el uso de las redes sociales ha impactado plenamente en los sistemas de comunicación sociales como el lenguaje. En el caso de la lengua española, uno de los efectos que encontramos es la masiva llegada de palabras y expresiones inglesas. Debido a la popularidad de entornos como Facebook o Twitter, la llegada de estas voces está teniendo un arraigo considerable entre sus hablantes. Por lo tanto, nuestro objetivo en la presente investigación es observar qué anglicismos aparecen con mayor frecuencia en estas redes sociales, mediante la recogida de una muestra de 1721 mensajes, y observar si tienen un impacto suficientemente amplio en la sociedad como para aparecer en corpus y diccionarios académicos como el DLE y el CORPES XXI de la RAE y ASALE. Asimismo, dentro de este contexto social resultará interesante analizar en qué franjas de edad y género se utilizan con mayor frecuencia. A partir de esta premisa, en los resultados observaremos cómo aparece un gran número de anglicismos en redes sociales, principalmente usados por los jóvenes, pero con una baja representación en los diccionarios académicos, debido principalmente a la reciente llegada de estas palabras.</jats:p>",DELTA,,,,S0102-44502022000200408,NA,,38,NA,NA,,NA,,NA
Education in the Knowledge Society (EKS),2022-04-01,2022-04-01,2022-04-01,10.14201/eks.26739,2022-04-01,2444-8729,NA,2022-04-01,5351,NA,10.14201,Ediciones Universidad de Salamanca,1,Crossref,0,0,0,"Computer Science Applications,Education",La orientación educativa en España: mapeo sobre su estado actual (2010-2019),journal-article,http://dx.doi.org/10.14201/eks.26739,"<jats:p>La Orientación Educativa es una disciplina con una gran repercusión en el desarrollo de la vida de las personas dado su vinculación con el ámbito educativo en contextos escolares y no escolares. Desde su doble vertiente, como ciencia y profesión, da respuesta a necesidades sociales de diversa índole mediante ayuda especializada. Si bien, su avance se relaciona con la producción científica que facilita conocer, profundizar y mejorar todos los procesos de ayuda que se generan en los contextos sociales con vertiente educativa. Ante esta realidad, la finalidad de este trabajo es conocer el estado actual de la Orientación Educativa en España con el fin de facilitar resultados valiosos que permitan seguir avanzando en su beneficio. Por ello, se ha llevado a cabo un Mapping que facilite identificar y clasificar el máximo número posible de investigaciones relacionadas con la Orientación Educativa en España. La búsqueda de artículos científicos se llevó a cabo mediante los repositorios WoS y SCOPUS utilizando la cadena de búsqueda “orientación AND educación AND España”, resultando un total de 559 artículos de los cuales, fueron seleccionados, tras la aplicación de diversos criterios de inclusión, 220. El análisis de los artículos establece un aumento de investigaciones en Orientación en los últimos años, a la vez que, una tendencia a desarrollar investigaciones en contextos escolares con vertientes cuantitativas fundamentalmente. Así, se establece la necesidad de seguir trabajando en estudios vinculados con contextos no escolares que favorezcan la comprensión y desarrollo global de la disciplina más allá de lo puramente escolar.</jats:p>",Educ. Knowl. Soc.,,,,NA,NA,,23,NA,NA,,NA,,NA
Brazilian journalism research,2022-07-29,2022-07-29,2022-04-29,10.25200/bjr.v18n1.2022.1398,2022-07-30,"1981-9854,1808-4079",1,2022-04-29,10833,64-91,10.25200,Associacao Brasileira de Pesquisadores de Jornalismo,1,Crossref,0,0,0,Communication,papel do telejornalismo na produção de narrativas políticas,journal-article,http://dx.doi.org/10.25200/bjr.v18n1.2022.1398,"<jats:p>RESUMO – A partir do estudo de noticiários de TV aberta que cobriram os julgamentos dos ex-presidentes da Colômbia (Uribe) e do Brasil (Lula), o artigo explora algumas das escolhas editoriais feitas pelos dois principais telejornais desses países (Jornal Nacional, da brasileira Globo; e Noticias Caracol, da colombiana Caracol) e analisa o impacto dessas escolhas na construção de narrativas voltadas a produzir efeitos na opinião pública. Apesar do crescente protagonismo das mídias digitais nas sociedades analisadas, arguimos que a quantidade de tempo dedicado ao assunto por esses telejornais e os recursos retóricos usados na apresentação das notícias revelam a intencionalidade de tematizar o debate público, dominando, inclusive, a repercussão nas demais mídias e forçando uma narrativa homogeneizada desses fatos, contribuindo para a polarização política e a propagação do discurso de ódio nas diversas esferas do sistema social.
ABSTRACT – Based on the study of open TV news that covered the trials of former presidents of Colombia (Uribe) and Brazil (Lula), the article explores some of the editorial choices made by the two main news broadcasts in these countries (Jornal Nacional, from Brazilian Globo and Noticias Caracol, from Colombian Caracol) and analyzes the impact of these choices in the construction of narratives aimed at producing effects on public opinion. Despite the growing role of digital media in the societies analyzed, we argue that the amount of time devoted to the subject by these newscasts and the rhetorical resources used in the presentation of the news reveals the intentionality to thematize the public debate, even dominating the repercussion in other media and forcing a homogenized narrative of these facts, contributing to the political polarization and the spread of hate speech in the different spheres of the social system.
RESUMEN – A partir del estudio de noticias de TV abierta que cubrió los juicios de los expresidentes de Colombia (Uribe) y Brasil (Lula), el artículo explora algunas de las decisiones editoriales de los dos principales noticieros de estos países (Jornal Nacional, de la brasileña Globo y Noticias Caracol, de la colombiana Caracol) y analiza el impacto de estas elecciones en la construcción de narrativas orientadas a producir efectos en la opinión pública. A pesar del creciente papel de los medios digitales en las sociedades analizadas, sostenemos que el tiempo dedicado al tema por estos noticieros y los recursos retóricos utilizados en la presentación de la noticia revelan la intencionalidad de tematizar el debate público, dominando incluso la repercusión. en otros medios y forzando una narrativa homogeneizada de estos hechos, contribuyendo a la polarización política y la difusión del discurso de odio en los diferentes ámbitos del sistema social.</jats:p>",BJR,,,,NA,NA,,18,NA,NA,,um estudo comparado Brasil/Colômbia,,NA
Public Organization Review,2021-05-25,2022-02-21,2021-05-25,10.1007/s11115-021-00524-6,2022-11-25,"1566-7170,1573-7098",1,2021-05-25,297,155-172,10.1007,Springer Science and Business Media LLC,1,Crossref,43,43,1,"Law,Business, Management and Accounting (miscellaneous)",Social Accountability: E-Monitoring Public Management in an Emerging Economy,journal-article,http://dx.doi.org/10.1007/s11115-021-00524-6,NA,Public Organiz Rev,,,,524,en,,22,2022-03,http://dx.doi.org/10.1007/springer_crossmark_policy,,NA,,NA
Lectora: revista de dones i textualitat,2021-11-08,2021-11-08,2021-10-27,10.1344/lectora2021.27.13,2023-03-22,"2013-9470,1136-5781",27,2021-10-27,17854,259-273,10.1344,Edicions de la Universitat de Barcelona,1,Crossref,0,0,1,"Philosophy,Cultural Studies,Gender Studies,Philosophy,Cultural Studies,Gender Studies","Rabih Alameddine, Kim Addonizio, and Kellie Wells: Fairy-Tales in the 21st Century",journal-article,http://dx.doi.org/10.1344/lectora2021.27.13,"<jats:p>The main aim of this study is to explore if, and if so, how Rabih Alameddine, Kim Addonizio, and Kellie Wells have managed to sustain, replicate, disregard, or redefine the patriarchal ideology customarily associated to gender issues within the fairy-tale tradition. What is really striking is that, several decades after the revisionist project undertaken by the ""Angela Carter generation"", these new voices experimenting with the field of fairy tales still feel the need to revisit the same mythemes and fight against the same ideology and values that pervaded twentieth century retellings of fairy tales. The subversive potential of the fairy tale retellings seems to have been surpassed by the powerful agenda of a patriarchal social system, which, despite the social, psychological and political changes, still retains its status quo.</jats:p>",Lectora,,,,NA,NA,,NA,NA,NA,,NA,,NA
Journal of Human Behavior in the Social Environment,2020-06-25,2021-05-17,2020-06-25,10.1080/10911359.2020.1757008,2022-04-07,"1091-1359,1540-3556",6,2020-06-25,301,797-808,10.1080,Informa UK Limited,1,Crossref,21,21,0,"Social Sciences (miscellaneous),Anthropology",The state of health in flood-prone areas in the Philippines: The case on the cities of Iligan and Cagayan de Oro,journal-article,http://dx.doi.org/10.1080/10911359.2020.1757008,NA,Journal of Human Behavior in the Social Environment,,,,10.1080/10911359.2020.1757008,en,,30,2020-08-17,http://dx.doi.org/10.1080/tandf_crossmark_01,,NA,,NA
Cuadernos de Investigación Geográfica,2021-03-24,2022-11-02,2021-05-17,10.18172/cig.4863,2022-11-03,"1697-9540,0211-6820",1,2021-05-17,7473,183-219,10.18172,Universidad de la Rioja,1,Crossref,0,0,0,"Earth and Planetary Sciences (miscellaneous),Environmental Science (miscellaneous),Geography, Planning and Development",The risk is in the detail: historical cartography and a hermeneutic analysis of historical floods in the city of Murcia,journal-article,http://dx.doi.org/10.18172/cig.4863,"<jats:p>The study of historical floods is a growing research trend that has generated numerous methodologies that aim to convert the qualitative historical documentation into quantitative information. This codification process aims to make comparable in time and space the manner in which past societies adapted to floods, and so extract the positive or negative points that can help reduce vulnerability and increase the resilience of current societies. However, the diversity of cultural and historical contexts, as well as the spatial-temporal heterogeneity of documentary sources, makes it difficult to extrapolate quantitative methods in historical climatology. This situation means that interpretative analyses of texts are still necessary as a complement to quantitative studies. In this paper, we make a hermeneutic analysis of the three most catastrophic floods that have occurred in the city of Murcia (south-eastern Spain) in the last 400 years. We complete this analysis with a historical cartographic reconstruction of a quantitative nature. Among the main conclusions, we highlight the fact that the society of Murcia had strategies to overcome catastrophes that included the whole of society and an integrated emergency management. However, the state of poverty of privation prior to a flood is a determining factor in explaining the resilience of a social system. A large increase in exposure of flood-prone areas over the past two centuries is noteworthy but unsurprising. However, it is surprising that the percentage of urban area exposed to flooding is now smaller than in the past. Therefore, if we consider hazard avoidance as a form of management, we can say that pre-industrial Murcian society was less efficient in using the mechanisms available to adapt to flooding. </jats:p>",CIG,,,,NA,NA,,47,NA,NA,,NA,,NA
Society &amp; Natural Resources,2020-04-10,2021-05-27,2020-04-10,10.1080/08941920.2020.1750746,2022-06-16,"0894-1920,1521-0723",1,2020-04-10,301,82-98,10.1080,Informa UK Limited,1,Crossref,61,61,1,"Sociology and Political Science,Environmental Science (miscellaneous),Development",Living with Conflicts over Wolves. The Case of Redes Natural Park,journal-article,http://dx.doi.org/10.1080/08941920.2020.1750746,NA,Society &amp; Natural Resources,,,,10.1080/08941920.2020.1750746,en,,34,2021-01-02,http://dx.doi.org/10.1080/tandf_crossmark_01,,NA,,NA
International Journal of Sustainable Development and Planning,2020-09-08,2020-09-09,2020-09-01,10.18280/ijsdp.150608,2022-04-06,"1743-7601,1743-761X",6,2020-09-01,7618,849-855,10.18280,International Information and Engineering Technology Association,1,Crossref,0,0,1,"Management, Monitoring, Policy and Law,Renewable Energy, Sustainability and the Environment,Geography, Planning and Development",Sustainable Management of Productive Cultural Landscapes: The Pascual Harriague Wineries in Salto as a Case Study,journal-article,http://dx.doi.org/10.18280/ijsdp.150608,NA,IJSDP,,,,NA,NA,,15,2020-09-01,http://dx.doi.org/10.18280/crossmarkpolicy,,NA,,NA
Comparative Sociology,2021-08-10,2021-08-10,NA,10.1163/15691330-bja10034,2022-04-05,"1569-1322,1569-1330",3,2021-08-04,50,380-401,10.1163,Brill,1,Crossref,0,0,0,Sociology and Political Science,Cross-Border Interactions and European Identity,journal-article,http://dx.doi.org/10.1163/15691330-bja10034,"<jats:title>Abstract</jats:title>
<jats:p>This article examines what types of cross-border interactions promote a stronger sense of European identity than national identity. Firstly, using data from the Eurobarometer survey a typology of cross-border practices is constructed and associated with different levels of European identity. Secondly, a qualitative study evaluates the life course of 36 individuals involved in a European binational relationship. Both interactions within and outside Europe are assessed. The findings show that three types of interactions might promote a strong identification as European: Intra-European integrative interactions, involving a certain level of integration into the host society (in economic, educational and social systems) and associated with long-term stays; Multicultural interactions, involving a setting of shared activities and cooperation between individuals of several European nationalities; and Outside Europe interactions, that put Europe at perspective between the “we” and the “others”. On the other hand, the effect of Non-Integrative (sojourns) and short-term stays might be negligible.</jats:p>",Comp. Sociol.,,,,NA,NA,,20,2021-08-04,NA,,What Fosters a Strong Sense of European Belonging?,,NA
Revista Brasileira de Ciências Sociais,2021-04-26,2021-04-26,2021,10.1590/3610609/2021,2022-04-06,"1806-9053,0102-6909",106,2021,530,NA,10.1590,FapUNIFESP (SciELO),1,Crossref,54,54,1,General Social Sciences,O PÓS-ESTRUTURALISMO SISTÊMICO DE NIKLAS LUHMANN,journal-article,http://dx.doi.org/10.1590/3610609/2021,"<jats:p>O artigo apresenta a teoria sistêmica de Niklas Luhmann, discutindo seus principais conceitos, criticamente, e destacando-lhes características pós-estruturalistas comuns a boa parte da teoria sociológica contemporânea. O argumento de fundo – e o que de fato se busca demonstrar – é que os mesmos fatores teórico-filosóficos que geraram a crise da metafísica, do humanismo como pilar da teoria sociológica clássica, e a crise do determinismo científico influenciaram a teoria sistêmica de Luhmann, sobretudo a partir de sua “virada autopoiética”, na década de 1980. Para tanto, exploram-se conceitos tais como: descentramento, desconstrução, desfundamentação, complexidade, sistema-entorno, comunicação, relacionalidade, dentre outros que também estão presentes no que se está chamando de teoria sistêmica pós-estruturalista de Niklas Luhmann.</jats:p>",Rev. bras. Ci. Soc.,,,,S0102-69092021000200511,NA,,36,NA,NA,,NA,,NA
